id;Date;Aéroport_départ;depart_x;depart_y;Aéroport_Destination;destination_x;destination_y;départ_IATA;destination_IATA;Heurelocale;HeureArrivé;Durée_trajet;Compagnie;Num_Vol;Prix_Camp1
118;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;CAI;FRA;00:55;05:41;04:46;Lufthansa;LH581;250
119;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;CAI;FRA;00:55;05:35;04:40;Air Canada;AC9599;190
120;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;CAI;FRA;00:55;05:37;04:42;Egyptair;MS9001;198
121;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;CAI;FRA;01:40;06:25;04:45;United Airlines;UA9025;200
122;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;CAI;SVO;01:55;06:25;04:30;Aeroflot;SU401;300
123;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;CAI;CDG;08:00;12:45;04:45;Air France;AF551;175
124;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Heathrow Airport;51.47397190914563;-0.4547353841720964;CAI;LHR;09:40;14:10;04:40;British Airways;BA401;207
125;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;CAI;CDG;09:50;14:35;04:20;Egyptair;MS799;179
126;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;CAI;AMS;09:55;14:45;04:25;Egyptair;MS757;200
127;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;CAI;FRA;09:55;14:10;04:15;Egyptair;MS785;210
128;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;CAI;FRA;09:55;14:25;04:10;United Airlines;UA7719;207
129;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;09:15;11:45;02:30;KLM;KL2176;260
130;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;09:15;11:48;02:33;Kenya Airways;KQ3730;261
131;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;09:15;11:50;02:35;Delta Air Lines;DL8598;259
132;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;09:15;11:45;02:33;Air France;AF1284;290
133;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;14:00;16:30;02:30;Air Algerie;AH1011;289
134;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;11:30;14:05;02:35;Nouvelair;BJ511;259
135;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;06:00;08:30;02:30;Express Air Cargo;7A111;260
136;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;16:20;18:55;02:35;Air France;AF1184;272
137;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;15:10;17:40;02:30;Nouvelair;BJ743;280
138;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CDG;TUN;14:55;17:25;02:30;Nouvelair;BJ783;300
139;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;CDG;ALG;16:20;18:45;02:25;Air France;AF1184;480
140;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport d'Alger - Houari-Boumédiène;36.6944444;3.5169444;CDG;ALG;13:50;16:10;02:20;Air France;AF1384;479
141;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport d'Alger - Houari-Boumédiène;36.6944444;3.5169444;CDG;ALG;06:00;08:20;02:20;Asl Airlines France;5O1051;485
142;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport d'Alger - Houari-Boumédiène;36.6944444;3.5169444;CDG;ALG;11:00;13:20;02:20;Air Algerie;AH1209;481
143;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport d'Alger - Houari-Boumédiène;36.6944444;3.5169444;CDG;ALG;14:30;16:55;02:25;Asl Airlines France;5O1069;478
144;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport d'Alger - Houari-Boumédiène;36.6944444;3.5169444;CDG;ALG;15:00;17:20;02:20;Asl Airlines France;5O1037;489
145;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;CDG;RAK;11:10;14:25;03:15;EasyJet;U23869;88
146;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;CDG;RAK;14:25;17:55;03:30;Air France;AF1076;130
147;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;CDG;RAK;15:55;19:15;03:20;EasyJet;U23869;68
148;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;CDG;FCO;06:55;09:00;02:05;Air France;AF1204;133
149;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;CDG;FCO;09:15;11:15;02:00;Air France;AF1104;160
150;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;CDG;FCO;12:05;14:15;02:10;Alitalia;AZ333;71
151;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;CDG;FCO;16:55;18:55;02:00;Air France;AF1404;160
152;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;CDG;FCO;18:25;20:30;02:05;Alitalia;AZ325;71
153;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;CDG;FCO;19:50;22:00;02:10;Air France;AF1004;110
154;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport d'Istanbul;41.2825;28.7713889;CDG;IST;11:20;14:45;03:25;Turkish Airlines;TK1822;170
155;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport d'Istanbul;41.2825;28.7713889;CDG;IST;19:25;22:55;03:30;Turkish Airlines;TK1828;170
156;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;CDG;DUB;10:35;12:20;01:45;Aer Lingus;EI521;84
157;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;CDG;DUB;12:20;14:10;01:50;Air France;AF1816;180
158;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;CDG;VIE;09:20;11:15;01:55;Air France;AF1138;151
159;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;CDG;VIE;10:00;11:50;01:50;Austrian Airlines;OS412;63
160;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;CDG;VIE;20:15;22:05;01:50;Austrian Airlines;OS418;53
161;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;CDG;LIS;09:40;12:20;02:40;Air France;AF1024;253
162;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;CDG;LIS;13:10;15:54;02:44;Air France;AF1624;204
163;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;CDG;LIS;16:31;19:19;02:50;Air France;AF1194;244
164;2022-01-20;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;CDG;LIS;20:45;23:25;02:40;Air France;AF1124;244
165;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;02:30;03:50;01:20;Turkish Airlines;TK2403;30
166;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;05:15;06:40;01:25;Turkish Airlines;TK2405;33
167;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;06:05;07:35;01:30;Turkish Airlines;TK2435;40
168;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;07:45;09:00;01:15;Turkish Airlines;TK2409;45
169;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;10:20;11:40;01:20;Turkish Airlines;TK2411;40
170;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;11:55;13:20;01:25;Turkish Airlines;TK2413;38
171;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;13:30;15:00;01:30;Turkish Airlines;TK2441;38
172;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;15:25;16:40;01:15;Turkish Airlines;TK2417;36
173;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;17:35;18:55;01:20;Turkish Airlines;TK2421;33
174;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;18:40;20:05;01:25;Turkish Airlines;TK2419;32
175;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport d'Istanbul;41.2825;28.7713889;AYT;IST;20:20;21:50;01:30;Turkish Airlines;TK2439;30
176;2022-01-20;Antalya Airport;36.90591678165104;30.80168679901064;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;AYT;VIE;11:05;15:55;04:50;SunExpress;XQ190;115
177;2022-01-20;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;SVO;LIS;16:30;22:20;05:50;Aeroflot;SU2606;150
178;2022-01-20;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;SVO;VIE;08:05;11:00;02:55;Aeroflot;SU2184;105
179;2022-01-20;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;SVO;VIE;08:05;10:55;02:50;Aeroflot;SU2356;80
180;2022-01-20;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;SVO;VIE;12:45;15:45;03:00;Korean Air;KE537;1056
181;2022-01-20;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;SVO;DUB;18:35;23:05;04:30;Aeroflot;SU2590;80
182;2022-01-20;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;SVO;FCO;07:35;11:30;03:55;Aeroflot;SU2402;130
183;2022-01-20;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;SVO;FCO;13:30;17:20;03:50;Aeroflot;SU2408;116
184;2022-01-20;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;Aéroport d'Istanbul;41.2825;28.7713889;SVO;IST;07:40;14:30;06:50;Nordwind Airlines;N4703;105
185;2022-01-20;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;Aéroport d'Istanbul;41.2825;28.7713889;SVO;IST;09:00;16:00;07:00;Aeroflot;SU2136;90
186;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;MAD;RAK;11:00;13:05;02:05;Iberia;IB8816;117
187;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;MAD;RAK;12:20;14:30;02:10;Royal Air Maroc;AT685;320
188;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;MAD;RAK;18:50;21:05;02:15;Ryanair;FR7752;55
189;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport d'Istanbul;41.2825;28.7713889;MAD;IST;12:00;16:15;04:15;Turkish Airlines;TK1858;191
190;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport d'Istanbul;41.2825;28.7713889;MAD;IST;18:10;22:40;04:30;Turkish Airlines;TK1860;187
191;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;MAD;FCO;07:05;09:40;02:35;Air Europa;UX1043;36
192;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;MAD;FCO;08:10;10:40;02:30;Iberia;IB3230;154
193;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;MAD;FCO;12:10;14:50;02:40;Alitalia;AZ61;33
194;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;MAD;FCO;15:00;17:50;02:50;Air Europa;UX1047;36
195;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;MAD;FCO;16:25;19:00;02:35;Iberia;IB3236;45
196;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;MAD;FCO;19:45;22:15;02:30;Iberia;IB3238;45
197;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;MAD;DUB;20:50;23:15;02:25;Ryanair;FR7157;70
198;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;MAD;DUB;11:00;13:30;02:30;Ryanair;FR7257;93
199;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;MAD;DUB;16:40;19:00;02:20;Iberia;IB3790;238
200;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;MAD;VIE;16:00;18:55;02:55;Iberia;IB3122;43
201;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;MAD;VIE;07:35;10:35;03:00;Iberia;IB3120;43
202;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;MAD;VIE;07:35;10:25;02:50;Ryanair;FR2966;32
203;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;MAD;VIE;07:40;10:35;02:55;Wizz Air;W62846;41
204;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;MAD;LIS;06:45;08:00;01:15;Air Europa;UX1159;30
205;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;MAD;LIS;07:25;08:45;01:20;Iberia;IB3108;40
206;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;MAD;LIS;11:05;12:35;01:30;Tap Air Portugal;TP1019;25
207;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;MAD;LIS;15:00;16:20;01:20;Air Europa;UX1155;30
208;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;MAD;LIS;15:25;16:40;01:15;Tap Air Portugal;TP1015;25
209;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;MAD;LIS;15:50;17:10;01:20;Iberia;IB8774;40
210;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;MAD;LIS;17:55;19:25;01:30;TAP Express;TP1021;25
211;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;MAD;LIS;19:40;21:00;01:20;Iberia;IB8854;40
212;2022-01-20;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;MAD;LIS;22:10;23:25;01:15;TAP Express;TP1029;25
213;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport d'Istanbul;41.2825;28.7713889;CAI;IST;02:45;05:15;02:25;Turkish Airlines;TK693;205
214;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport d'Istanbul;41.2825;28.7713889;CAI;IST;08:55;11:25;02:30;Turkish Airlines;TK691;205
215;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport d'Istanbul;41.2825;28.7713889;CAI;IST;09:45;11:10;02:25;Egyptair;MS737;337
216;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport d'Istanbul;41.2825;28.7713889;CAI;IST;14:20;16:35;02:15;Egyptair;MS735;165
217;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport d'Istanbul;41.2825;28.7713889;CAI;IST;20:30;22:50;02:20;Turkish Airlines;TK695;205
218;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport d'Istanbul;41.2825;28.7713889;CAI;IST;21:15;23:40;02:25;Egyptair;MS542;337
219;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport d'Istanbul;41.2825;28.7713889;CAI;IST;03:45;06:15;02:30;Alitalia;AZ895;250
220;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport d'Istanbul;41.2825;28.7713889;CAI;IST;09:40;12:05;02:25;Egyptair;MS791;165
221;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;CAI;VIE;11:00;15:35;04:35;Egyptair;MS797;257
222;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;CAI;VIE;02:20;07:00;04:40;Austrian Airlines;OS866;277
223;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CAI;TUN;12:50;15:45;02:55;Egyptair;MS844;174
224;2022-01-20;Cairo International Airport;30.111387712189778;31.387836926213836;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;CAI;TUN;15:00;17:55;02:55;Egyptair;MS844;173
225;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;FRA;TUN;09:20;11:40;02:20;Lufthansa;LH1322;179
226;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;FRA;TUN;21:45;23:10;02:25;Lufthansa;LH1326;215
227;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;FRA;TUN;12:30;14:50;02:20;Tunisair;TU745;340
228;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;FRA;ALG;10:00;11:50;01:50;Lufthansa;LH1316;399
229;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;FRA;ALG;15:45;17:45;02:00;Air Algerie;AH2071;420
230;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport d'Istanbul;41.2825;28.7713889;FRA;IST;11:40;14:40;03:00;Turkish Airlines;TK1588;109
231;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport d'Istanbul;41.2825;28.7713889;FRA;IST;12:40;16:00;03:20;Lufthansa;LH1300;211
232;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport d'Istanbul;41.2825;28.7713889;FRA;IST;15:15;18:25;03:10;Turkish Airlines;TK1592;109
233;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport d'Istanbul;41.2825;28.7713889;FRA;IST;18:50;22:02;03:12;Turkish Airlines;TK1594;109
234;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;FRA;FCO;11:00;12:20;01:20;Lufthansa;LH232;74
235;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;FRA;FCO;12:00;13:30;01:30;Air Dolomiti;EN9990;72
236;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;FRA;FCO;15:30;17:10;01:40;Lufthansa;LH236;71
237;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;FRA;FCO;18:15;20:05;01:50;Alitalia;AZ407;120
238;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;FRA;DUB;08:00;10:05;02:05;Ryanair;FR382;41
239;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;FRA;DUB;09:50;12:00;02:10;Lufthansa;LH978;68
240;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;FRA;DUB;21:20;23:28;02:08;Lufthansa;LH982;137
241;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;FRA;VIE;06:50;08:10;01:20;Lufthansa;LH1232;166
242;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;FRA;VIE;09:50;11:20;01:30;Austrian Airlines;OS122;166
243;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;FRA;VIE;11:50;13:25;01:35;Austrian Airlines;OS130;166
244;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;FRA;VIE;15:20;17:00;01:40;Austrian Airlines;OS6029;166
245;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;FRA;VIE;15:50;17:20;01:30;Lufthansa;LH1242;166
246;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;FRA;VIE;20:00;21:35;01:35;Austrian Airlines;OS126;176
247;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;FRA;LIS;06:05;09:15;03:10;Tap Air Portugal;TP571;91
